(Howie Hawkins (GRN), 4, 0.5, 
(Brian Carroll (ASP), 3, 0.38, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: DEKALB 01
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 352, 77.19, 
(Donald J. Trump (REP), 82, 17.98, 
(Jo Jorgensen (LIB), 9, 1.97, 
(Howie Hawkins (GRN), 9, 1.97, 
WRITE-IN (NON), 3, 0.66, 
(Brian Carroll (ASP), 1, 0.22, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: DEKALB 02
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 677, 80.12, 
(Donald J. Trump (REP), 133, 15.74, 
(Jo Jorgensen (LIB), 15, 1.78, 
(Howie Hawkins (GRN), 13, 1.54, 
WRITE-IN (NON), 3, 0.36, 
(Gloria La Riva (PSL), 3, 0.36, 
(Brian Carroll (ASP), 1, 0.12, 

Precinct: DEKALB 03
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 593, 65.02, 
(Donald J. Trump (REP), 297, 32.57, 
(Jo Jorgensen (LIB), 12, 1.32, 
(Howie Hawkins (GRN), 5, 0.55, 
(Brian Carroll (ASP), 2, 0.22, 
(Gloria La Riva (PSL), 2, 0.22, 
WRITE-IN (NON), 1, 0.11, 

Precinct: DEKALB 04
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 671, 82.84, 
(Donald J. Trump (REP), 104, 12.84, 
(Jo Jorgensen (LIB), 12, 1.48, 
(Howie Hawkins (GRN), 11, 1.36, 
(Brian Carroll (ASP), 5, 0.62, 
WRITE-IN (NON), 4, 0.49, 
(Gloria La Riva (PSL), 3, 0.37, 

Precinct: DEKALB 05
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 982, 81.63, 
(Donald J. Trump (REP), 184, 15.3, 
(Jo Jorgensen (LIB), 15, 1.25, 
(Howie Hawkins (GRN), 10, 0.83, 
(Gloria La Riva (PSL), 8, 0.67, 
WRITE-IN (NON), 4, 0.33, 
(Brian Carroll (ASP), 0, 0, 

Precinct: DEKALB 06
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 343, 67.39, 
(Donald J. Trump (REP), 157, 30.84, 
(Jo Jorgensen (LIB), 4, 0.79, 
(Howie Hawkins (GRN), 3, 0.59, 
WRITE-IN (NON), 1, 0.2, 
(Gloria La Riva (PSL), 1, 0.2, 
(Brian Carroll (ASP), 0, 0, 

Precinct: DEKALB 07
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 486, 57.45, 
(Donald J. Trump (REP), 317, 37.47, 
(Jo Jorgensen (LIB), 17, 2.01, 
WRITE-IN (NON), 10, 1.18, 
(Howie Hawkins (GRN), 10, 1.18, 
(Brian Carroll (ASP), 3, 0.35, 
(Gloria La Riva (PSL), 3, 0.35, 

Precinct: DEKALB 08
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 516, 60.07, 
(Donald J. Trump (REP), 328, 38.18, 
(Jo Jorgensen (LIB), 8, 0.93, 
(Howie Hawkins (GRN), 4, 0.47, 
WRITE-IN (NON), 2, 0.23, 
(Gloria La Riva (PSL), 1, 0.12, 
(Brian Carroll (ASP), 0, 0, 

Precinct: DEKALB 09
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 716, 65.09, 
(Donald J. Trump (REP), 346, 31.45, 
(Jo Jorgensen (LIB), 22, 2, 
(Howie Hawkins (GRN), 6, 0.55, 
WRITE-IN (NON), 4, 0.36, 
(Brian Carroll (ASP), 3, 0.27, 
(Gloria La Riva (PSL), 3, 0.27, 

Precinct: DEKALB 10
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 474, 70.75, 
(Donald J. Trump (REP), 156, 23.28, 
(Howie Hawkins (GRN), 13, 1.94, 
(Jo Jorgensen (LIB), 11, 1.64, 
WRITE-IN (NON), 8, 1.19, 
(Brian Carroll (ASP), 5, 0.75, 
(Gloria La Riva (PSL), 3, 0.45, 

Precinct: DEKALB 11
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 439, 55.78, 
(Donald J. Trump (REP), 337, 42.82, 
(Jo Jorgensen (LIB), 7, 0.89, 
WRITE-IN (NON), 3, 0.38, 
(Howie Hawkins (GRN), 1, 0.13, 
(Brian Carroll (ASP), 0, 0, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: DEKALB 12
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 383, 66.96, 
(Donald J. Trump (REP), 161, 28.15, 
(Jo Jorgensen (LIB), 12, 2.1, 
(Howie Hawkins (GRN), 10, 1.75, 
(Brian Carroll (ASP), 5, 0.87, 
(Gloria La Riva (PSL), 1, 0.17, 
WRITE-IN (NON), 0, 0, 

Precinct: DEKALB 13
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 521, 65.45, 
(Donald J. Trump (REP), 244, 30.65, 
(Jo Jorgensen (LIB), 15, 1.88, 
(Howie Hawkins (GRN), 9, 1.13, 
(Gloria La Riva (PSL), 3, 0.38, 
WRITE-IN (NON), 2, 0.25, 
(Brian Carroll (ASP), 2, 0.25, 

Precinct: DEKALB 14
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 207, 63.69, 
(Donald J. Trump (REP), 106, 32.62, 
(Jo Jorgensen (LIB), 5, 1.54, 
(Howie Hawkins (GRN), 3, 0.92, 
WRITE-IN (NON), 2, 0.62, 
(Brian Carroll (ASP), 1, 0.31, 
(Gloria La Riva (PSL), 1, 0.31, 

Precinct: DEKALB 15
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 207, 54.33, 
(Donald J. Trump (REP), 161, 42.26, 
(Jo Jorgensen (LIB), 6, 1.57, 
(Howie Hawkins (GRN), 5, 1.31, 
WRITE-IN (NON), 1, 0.26, 
(Gloria La Riva (PSL), 1, 0.26, 
(Brian Carroll (ASP), 0, 0, 

Precinct: DEKALB 16
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 337, 60.5, 
(Donald J. Trump (REP), 204, 36.62, 
(Jo Jorgensen (LIB), 8, 1.44, 
(Howie Hawkins (GRN), 5, 0.9, 
(Gloria La Riva (PSL), 2, 0.36, 
WRITE-IN (NON), 1, 0.18, 
(Brian Carroll (ASP), 0, 0, 

Precinct: DEKALB 17
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 209, 60.93, 
(Donald J. Trump (REP), 121, 35.28, 
(Jo Jorgensen (LIB), 4, 1.17, 
(Howie Hawkins (GRN), 4, 1.17, 
WRITE-IN (NON), 3, 0.87, 
(Gloria La Riva (PSL), 2, 0.58, 
(Brian Carroll (ASP), 0, 0, 

Precinct: DEKALB 18
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 201, 53.17, 
(Donald J. Trump (REP), 166, 43.92, 
(Jo Jorgensen (LIB), 7, 1.85, 
WRITE-IN (NON), 2, 0.53, 
(Brian Carroll (ASP), 1, 0.26, 
(Howie Hawkins (GRN), 1, 0.26, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: DEKALB 19
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 310, 65.26, 
(Donald J. Trump (REP), 143, 30.11, 
(Jo Jorgensen (LIB), 11, 2.32, 
(Howie Hawkins (GRN), 6, 1.26, 
(Brian Carroll (ASP), 2, 0.42, 
(Gloria La Riva (PSL), 2, 0.42, 
WRITE-IN (NON), 1, 0.21, 

Precinct: DEKALB 20
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 379, 62.64, 
(Donald J. Trump (REP), 208, 34.38, 
(Jo Jorgensen (LIB), 8, 1.32, 
(Howie Hawkins (GRN), 5, 0.83, 
WRITE-IN (NON), 2, 0.33, 
(Brian Carroll (ASP), 2, 0.33, 
(Gloria La Riva (PSL), 1, 0.17, 

Precinct: DEKALB 21
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 436, 59.97, 
(Donald J. Trump (REP), 271, 37.28, 
(Jo Jorgensen (LIB), 13, 1.79, 
(Howie Hawkins (GRN), 3, 0.41, 
(Gloria La Riva (PSL), 2, 0.28, 
WRITE-IN (NON), 1, 0.14, 
(Brian Carroll (ASP), 1, 0.14, 

Precinct: DEKALB 22
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 420, 63.06, 
(Donald J. Trump (REP), 215, 32.28, 
WRITE-IN (NON), 8, 1.2, 
(Jo Jorgensen (LIB), 8, 1.2, 
(Howie Hawkins (GRN), 8, 1.2, 
(Brian Carroll (ASP), 6, 0.9, 
(Gloria La Riva (PSL), 1, 0.15, 

Precinct: DEKALB 23
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 317, 63.15, 
(Donald J. Trump (REP), 163, 32.47, 
(Jo Jorgensen (LIB), 17, 3.39, 
(Howie Hawkins (GRN), 4, 0.8, 
(Brian Carroll (ASP), 1, 0.2, 
WRITE-IN (NON), 0, 0, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: DEKALB 24
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 351, 63.59, 
(Donald J. Trump (REP), 186, 33.7, 
(Jo Jorgensen (LIB), 7, 1.27, 
(Howie Hawkins (GRN), 5, 0.91, 
WRITE-IN (NON), 2, 0.36, 
(Brian Carroll (ASP), 1, 0.18, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: DEKALB 25
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 445, 62.15, 
(Donald J. Trump (REP), 235, 32.82, 
(Jo Jorgensen (LIB), 18, 2.51, 
(Howie Hawkins (GRN), 10, 1.4, 
WRITE-IN (NON), 6, 0.84, 
(Brian Carroll (ASP), 1, 0.14, 
(Gloria La Riva (PSL), 1, 0.14, 

Precinct: FRANKLIN 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 754, 62.21, 
(Joseph R. Biden (DEM), 429, 35.4, 
(Jo Jorgensen (LIB), 18, 1.49, 
(Howie Hawkins (GRN), 5, 0.41, 
(Brian Carroll (ASP), 3, 0.25, 
WRITE-IN (NON), 2, 0.17, 
(Gloria La Riva (PSL), 1, 0.08, 

Precinct: GENOA 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 810, 58.95, 
(Joseph R. Biden (DEM), 534, 38.86, 
(Jo Jorgensen (LIB), 17, 1.24, 
(Howie Hawkins (GRN), 7, 0.51, 
WRITE-IN (NON), 4, 0.29, 
(Brian Carroll (ASP), 2, 0.15, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: GENOA 02
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 777, 55.07, 
(Joseph R. Biden (DEM), 598, 42.38, 
(Jo Jorgensen (LIB), 23, 1.63, 
(Howie Hawkins (GRN), 10, 0.71, 
WRITE-IN (NON), 2, 0.14, 
(Gloria La Riva (PSL), 1, 0.07, 
(Brian Carroll (ASP), 0, 0, 

Precinct: KINGSTON 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 1185, 59.28, 
(Joseph R. Biden (DEM), 752, 37.62, 
(Jo Jorgensen (LIB), 39, 1.95, 
(Howie Hawkins (GRN), 11, 0.55, 
(Brian Carroll (ASP), 6, 0.3, 
WRITE-IN (NON), 4, 0.2, 
(Gloria La Riva (PSL), 2, 0.1, 

Precinct: MALTA 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 489, 58.35, 
(Joseph R. Biden (DEM), 321, 38.31, 
(Jo Jorgensen (LIB), 17, 2.03, 
(Howie Hawkins (GRN), 7, 0.84, 
WRITE-IN (NON), 2, 0.24, 
(Brian Carroll (ASP), 2, 0.24, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: MAYFIELD 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 322, 57.09, 
(Joseph R. Biden (DEM), 228, 40.43, 
(Jo Jorgensen (LIB), 9, 1.6, 
(Howie Hawkins (GRN), 3, 0.53, 
WRITE-IN (NON), 1, 0.18, 
(Brian Carroll (ASP), 1, 0.18, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: MILAN 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 150, 76.53, 
(Joseph R. Biden (DEM), 43, 21.94, 
(Jo Jorgensen (LIB), 3, 1.53, 
(Howie Hawkins (GRN), 0, 0, 
WRITE-IN (NON), 0, 0, 
(Brian Carroll (ASP), 0, 0, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: PAW PAW 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 136, 72.73, 
(Joseph R. Biden (DEM), 47, 25.13, 
(Jo Jorgensen (LIB), 3, 1.6, 
(Howie Hawkins (GRN), 1, 0.53, 
WRITE-IN (NON), 0, 0, 
(Brian Carroll (ASP), 0, 0, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: PIERCE 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 198, 69.23, 
(Joseph R. Biden (DEM), 78, 27.27, 
(Jo Jorgensen (LIB), 8, 2.8, 
(Howie Hawkins (GRN), 2, 0.7, 
WRITE-IN (NON), 0, 0, 
(Brian Carroll (ASP), 0, 0, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SANDWICH 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 385, 55.72, 
(Joseph R. Biden (DEM), 286, 41.39, 
(Jo Jorgensen (LIB), 9, 1.3, 
(Howie Hawkins (GRN), 8, 1.16, 
WRITE-IN (NON), 2, 0.29, 
(Brian Carroll (ASP), 1, 0.14, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SANDWICH 02
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 468, 61.18, 
(Joseph R. Biden (DEM), 277, 36.21, 
(Jo Jorgensen (LIB), 10, 1.31, 
(Howie Hawkins (GRN), 6, 0.78, 
WRITE-IN (NON), 4, 0.52, 
(Brian Carroll (ASP), 0, 0, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SANDWICH 03
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 363, 50.28, 
(Joseph R. Biden (DEM), 343, 47.51, 
(Jo Jorgensen (LIB), 6, 0.83, 
(Howie Hawkins (GRN), 6, 0.83, 
WRITE-IN (NON), 3, 0.42, 
(Gloria La Riva (PSL), 1, 0.14, 
(Brian Carroll (ASP), 0, 0, 

Precinct: SANDWICH 04
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 388, 58.88, 
(Joseph R. Biden (DEM), 255, 38.69, 
(Jo Jorgensen (LIB), 13, 1.97, 
(Howie Hawkins (GRN), 2, 0.3, 
WRITE-IN (NON), 1, 0.15, 
(Brian Carroll (ASP), 0, 0, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SANDWICH 05
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 541, 63.13, 
(Joseph R. Biden (DEM), 300, 35.01, 
(Jo Jorgensen (LIB), 11, 1.28, 
(Howie Hawkins (GRN), 2, 0.23, 
WRITE-IN (NON), 1, 0.12, 
(Brian Carroll (ASP), 1, 0.12, 
(Gloria La Riva (PSL), 1, 0.12, 

Precinct: SHABBONA 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 509, 67.96, 
(Joseph R. Biden (DEM), 223, 29.77, 
(Jo Jorgensen (LIB), 10, 1.34, 
WRITE-IN (NON), 3, 0.4, 
(Brian Carroll (ASP), 3, 0.4, 
(Howie Hawkins (GRN), 1, 0.13, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SOMONAUK 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 692, 63.78, 
(Joseph R. Biden (DEM), 368, 33.92, 
(Jo Jorgensen (LIB), 11, 1.01, 
(Howie Hawkins (GRN), 6, 0.55, 
WRITE-IN (NON), 4, 0.37, 
(Brian Carroll (ASP), 3, 0.28, 
(Gloria La Riva (PSL), 1, 0.09, 

Precinct: SOUTH GROVE 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 200, 70.18, 
(Joseph R. Biden (DEM), 77, 27.02, 
(Jo Jorgensen (LIB), 5, 1.75, 
WRITE-IN (NON), 1, 0.35, 
(Gloria La Riva (PSL), 1, 0.35, 
(Howie Hawkins (GRN), 1, 0.35, 
(Brian Carroll (ASP), 0, 0, 

Precinct: SQUAW GROVE 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 918, 60.36, 
(Joseph R. Biden (DEM), 565, 37.15, 
(Jo Jorgensen (LIB), 26, 1.71, 
(Howie Hawkins (GRN), 9, 0.59, 
WRITE-IN (NON), 2, 0.13, 
(Brian Carroll (ASP), 1, 0.07, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SYCAMORE 01
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 329, 52.14, 
(Donald J. Trump (REP), 271, 42.95, 
(Jo Jorgensen (LIB), 15, 2.38, 
(Howie Hawkins (GRN), 7, 1.11, 
WRITE-IN (NON), 5, 0.79, 
(Brian Carroll (ASP), 4, 0.63, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SYCAMORE 02
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 380, 48.66, 
(Joseph R. Biden (DEM), 376, 48.14, 
(Jo Jorgensen (LIB), 16, 2.05, 
WRITE-IN (NON), 5, 0.64, 
(Brian Carroll (ASP), 2, 0.26, 
(Howie Hawkins (GRN), 2, 0.26, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SYCAMORE 03
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 544, 57.69, 
(Joseph R. Biden (DEM), 371, 39.34, 
(Jo Jorgensen (LIB), 22, 2.33, 
(Howie Hawkins (GRN), 5, 0.53, 
WRITE-IN (NON), 1, 0.11, 
(Brian Carroll (ASP), 0, 0, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SYCAMORE 04
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 318, 56.58, 
(Donald J. Trump (REP), 232, 41.28, 
(Jo Jorgensen (LIB), 5, 0.89, 
(Brian Carroll (ASP), 3, 0.53, 
WRITE-IN (NON), 2, 0.36, 
(Howie Hawkins (GRN), 2, 0.36, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SYCAMORE 05
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 336, 60.54, 
(Donald J. Trump (REP), 200, 36.04, 
(Jo Jorgensen (LIB), 10, 1.8, 
(Brian Carroll (ASP), 4, 0.72, 
(Howie Hawkins (GRN), 3, 0.54, 
WRITE-IN (NON), 2, 0.36, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SYCAMORE 06
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 470, 62.25, 
(Donald J. Trump (REP), 271, 35.89, 
(Jo Jorgensen (LIB), 8, 1.06, 
WRITE-IN (NON), 3, 0.4, 
(Howie Hawkins (GRN), 3, 0.4, 
(Brian Carroll (ASP), 0, 0, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SYCAMORE 07
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 494, 50, 
(Joseph R. Biden (DEM), 465, 47.06, 
(Jo Jorgensen (LIB), 16, 1.62, 
WRITE-IN (NON), 4, 0.4, 
(Brian Carroll (ASP), 4, 0.4, 
(Howie Hawkins (GRN), 3, 0.3, 
(Gloria La Riva (PSL), 2, 0.2, 

Precinct: SYCAMORE 08
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 370, 56.15, 
(Donald J. Trump (REP), 274, 41.58, 
(Jo Jorgensen (LIB), 8, 1.21, 
WRITE-IN (NON), 4, 0.61, 
(Brian Carroll (ASP), 2, 0.3, 
(Howie Hawkins (GRN), 1, 0.15, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SYCAMORE 09
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 533, 48.85, 
(Joseph R. Biden (DEM), 526, 48.21, 
(Jo Jorgensen (LIB), 17, 1.56, 
(Howie Hawkins (GRN), 9, 0.82, 
WRITE-IN (NON), 4, 0.37, 
(Brian Carroll (ASP), 2, 0.18, 
(Gloria La Riva (PSL), 0, 0, 

Precinct: SYCAMORE 10
Candidate Name,Total Votes,Vote %,
(Joseph R. Biden (DEM), 359, 51.07, 
(Donald J. Trump (REP), 314, 44.67, 
(Jo Jorgensen (LIB), 26, 3.7, 
WRITE-IN (NON), 2, 0.28, 
(Howie Hawkins (GRN), 2, 0.28, 
(Gloria La Riva (PSL), 0, 0, 
(Brian Carroll (ASP), 0, 0, 

Precinct: SYCAMORE 11
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 281, 49.21, 
(Joseph R. Biden (DEM), 281, 49.21, 
(Jo Jorgensen (LIB), 5, 0.88, 
WRITE-IN (NON), 3, 0.53, 
(Brian Carroll (ASP), 1, 0.18, 
(Gloria La Riva (PSL), 0, 0, 
(Howie Hawkins (GRN), 0, 0, 

Precinct: VICTOR 01
Candidate Name,Total Votes,Vote %,
(Donald J. Trump (REP), 149, 77.2, 
(Joseph R. Biden (DEM), 40, 20.73, 
(Jo Jorgensen (LIB), 2, 1.04, 
(Howie Hawkins (GRN), 2, 1.04, 
WRITE-IN (NON), 0, 0, 
(Brian Carroll (ASP), 0, 0, 
(Gloria La Riva (PSL), 0, 0, 

<!-- Copyright© 2011 Integra Business Services.  All rights reserved -->
