Election: 2008 General
Jurisdiction:  Winnebago
Date:  2008-11-02 00:00:00
Registered Voters:  102924
Ballots Cast:  67760
Voter Turnout:  66
Active Precincts:  109

Contest: NORTH PARK FIRE PROTECTION
Candidate Name,Total Votes,Vote %,
YES (NP), 3166, 51.3, 
NO (NP), 3006, 48.7, 

Precinct: HARLEM 1
Candidate Name,Total Votes,Vote %,
YES (NP), 77, 55.8, 
NO (NP), 61, 44.2, 

Precinct: HARLEM 10
Candidate Name,Total Votes,Vote %,
YES (NP), 7, 58.33, 
NO (NP), 5, 41.67, 

Precinct: HARLEM 11
Candidate Name,Total Votes,Vote %,
YES (NP), 327, 51.66, 
NO (NP), 306, 48.34, 

Precinct: HARLEM 12
Candidate Name,Total Votes,Vote %,
NO (NP), 250, 55.43, 
YES (NP), 201, 44.57, 

Precinct: HARLEM 2
Candidate Name,Total Votes,Vote %,
NO (NP), 183, 50.14, 
YES (NP), 182, 49.86, 

Precinct: HARLEM 22
Candidate Name,Total Votes,Vote %,
NO (NP), 315, 53.39, 
YES (NP), 275, 46.61, 

Precinct: HARLEM 23
Candidate Name,Total Votes,Vote %,
YES (NP), 77, 59.23, 
NO (NP), 53, 40.77, 

Precinct: HARLEM 26
Candidate Name,Total Votes,Vote %,
NO (NP), 47, 50.54, 
YES (NP), 46, 49.46, 

Precinct: HARLEM 29
Candidate Name,Total Votes,Vote %,
YES (NP), 268, 57.63, 
NO (NP), 197, 42.37, 

Precinct: HARLEM 3
Candidate Name,Total Votes,Vote %,
NO (NP), 137, 52.9, 
YES (NP), 122, 47.1, 

Precinct: HARLEM 30
Candidate Name,Total Votes,Vote %,
NO (NP), 141, 53.82, 
YES (NP), 121, 46.18, 

Precinct: HARLEM 5
Candidate Name,Total Votes,Vote %,
NO (NP), 194, 50.13, 
YES (NP), 193, 49.87, 

Precinct: HARLEM 6
Candidate Name,Total Votes,Vote %,
YES (NP), 268, 54.69, 
NO (NP), 222, 45.31, 

Precinct: HARLEM 7
Candidate Name,Total Votes,Vote %,
YES (NP), 181, 50.84, 
NO (NP), 175, 49.16, 

Precinct: HARLEM 8
Candidate Name,Total Votes,Vote %,
NO (NP), 67, 54.92, 
YES (NP), 55, 45.08, 

Precinct: HARLEM 9
Candidate Name,Total Votes,Vote %,
YES (NP), 338, 52.16, 
NO (NP), 310, 47.84, 

Precinct: ROCKFORD 14
Candidate Name,Total Votes,Vote %,
NO (NP), 50, 54.35, 
YES (NP), 42, 45.65, 

Precinct: ROCKFORD 15
Candidate Name,Total Votes,Vote %,
YES (NP), 256, 62.29, 
NO (NP), 155, 37.71, 

Precinct: ROCKFORD 22
Candidate Name,Total Votes,Vote %,
NO (NP), 0, 0, 
YES (NP), 0, 0, 

Precinct: ROCKFORD 32
Candidate Name,Total Votes,Vote %,
NO (NP), 48, 51.61, 
YES (NP), 45, 48.39, 

Precinct: ROCKFORD 33
Candidate Name,Total Votes,Vote %,
NO (NP), 63, 50.4, 
YES (NP), 62, 49.6, 

Precinct: ROCKFORD 54
Candidate Name,Total Votes,Vote %,
NO (NP), 27, 54, 
YES (NP), 23, 46, 

<!-- Copyrightﾩ 2011 Integra Business Services.  All rights reserved -->
